price,timestamp,capital,action
63181.5,2024-09-25 19:00:00,-2109998.755999999,buy
63505.78,2024-09-25 20:00:00,-2116349.3339999993,buy
63437.99,2024-09-25 21:00:00,-2122693.1329999994,buy
63261.99,2024-09-25 22:00:00,-2129019.3319999995,buy
63152.01,2024-09-25 23:00:00,-2135334.5329999994,buy
62946.01,2024-09-26 00:00:00,-2141629.133999999,buy
63154.74,2024-09-26 01:00:00,-2147944.607999999,buy
63353.99,2024-09-26 02:00:00,-2154280.0069999993,buy
63514.34,2024-09-26 03:00:00,-2160631.440999999,buy
63427.51,2024-09-26 04:00:00,-2166974.1919999993,buy
63594.0,2024-09-26 05:00:00,-2173333.5919999992,buy
63721.48,2024-09-26 06:00:00,-2179705.7399999993,buy
63852.07,2024-09-26 07:00:00,-2186090.946999999,buy
63709.5,2024-09-26 08:00:00,-2192461.8969999994,buy
63798.0,2024-09-26 09:00:00,-2198841.696999999,buy
64391.99,2024-09-26 10:00:00,-2205280.8959999993,buy
64393.99,2024-09-26 11:00:00,-2211720.2949999995,buy
64481.82,2024-09-26 12:00:00,-2218168.4769999995,buy
64428.21,2024-09-26 13:00:00,-2224611.2979999995,buy
64426.64,2024-09-26 14:00:00,-2231053.9619999994,buy
65229.03,2024-09-26 15:00:00,-2237576.8649999993,buy
65338.0,2024-09-26 16:00:00,-2244110.664999999,buy
65132.54,2024-09-26 17:00:00,-2250623.9189999993,buy
65285.52,2024-09-26 18:00:00,-2257152.4709999994,buy
64711.06,2024-09-26 19:00:00,-2263623.5769999996,buy
64664.26,2024-09-26 20:00:00,-2270090.0029999996,buy
65052.0,2024-09-26 21:00:00,-2276595.2029999997,buy
65086.33,2024-09-26 22:00:00,-2283103.8359999997,buy
65173.99,2024-09-26 23:00:00,-2289621.235,buy
65241.98,2024-09-27 00:00:00,-2296145.4329999997,buy
65119.9,2024-09-27 01:00:00,-2302657.423,buy
64878.12,2024-09-27 02:00:00,-2309145.235,buy
65366.01,2024-09-27 03:00:00,-2315681.8359999997,buy
65303.96,2024-09-27 04:00:00,-2322212.232,buy
65354.58,2024-09-27 05:00:00,-2328747.69,buy
65344.79,2024-09-27 06:00:00,-2335282.1689999998,buy
65460.02,2024-09-27 07:00:00,-2341828.1709999996,buy
65725.99,2024-09-27 08:00:00,-2348400.7699999996,buy
65754.01,2024-09-27 09:00:00,-2354976.1709999996,buy
65490.01,2024-09-27 10:00:00,-2361525.172,buy
65437.35,2024-09-27 11:00:00,-2368068.9069999997,buy
65741.19,2024-09-27 12:00:00,-2374643.0259999996,buy
65678.01,2024-09-27 13:00:00,-2381210.8269999996,buy
66242.66,2024-09-27 14:00:00,-2387835.0929999994,buy
